City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend
Paris,Seine (Paris),France,8/3/1980 12:00:00 AM,Bachelors,Clerical,M,M,1,2,1,1,79174,1,57.85
Salzgitter,Hessen,Germany,4/18/1994 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,29426,0,48.02
Lincoln Acres,California,United States,2/19/1986 12:00:00 AM,Bachelors,Clerical,M,M,1,2,0,1,82871,0,53.37
Yakima,Washington,United States,9/21/1971 12:00:00 AM,Partial College,Clerical,M,M,1,2,1,2,84659,1,60.1
Geelong,Victoria,Australia,4/22/1992 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,54169,0,49.92
Ingolstadt,Bayern,Germany,10/26/1981 12:00:00 AM,Graduate Degree,Clerical,M,S,1,0,0,0,85607,1,55.89
Clearwater,Florida,United States,11/21/1988 12:00:00 AM,Bachelors,Management,F,S,0,2,0,0,105337,0,52.35
Glendale,California,United States,4/13/1969 12:00:00 AM,Partial College,Clerical,F,M,1,3,2,2,83684,1,54.14
Saint Germain en Laye,Yveline,France,2/23/2000 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,0,0,0,57526,1,50.36
South Melbourne,Victoria,Australia,5/7/1999 12:00:00 AM,Bachelors,Professional,M,S,0,2,0,0,136200,1,54.67
Paris,Seine (Paris),France,11/27/1997 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,52167,1,52.19
Matraville,New South Wales,Australia,3/2/1982 12:00:00 AM,Bachelors,Manual,F,S,0,0,0,0,30921,1,49.31
Burlingame,California,United States,4/7/1967 12:00:00 AM,High School,Clerical,M,S,1,1,1,1,77133,1,50.46
Lake Oswego,Oregon,United States,3/10/1974 12:00:00 AM,Partial High School,Skilled Manual,M,M,1,2,0,2,59665,1,48.66
Lynnwood,Washington,United States,3/18/1995 12:00:00 AM,High School,Manual,F,S,0,1,0,0,33661,0,49.44
Stuttgart,Saarland,Germany,4/26/1971 12:00:00 AM,Partial College,Manual,F,S,1,1,0,0,35126,0,46.43
Oak Bay,British Columbia,Canada,9/20/1977 12:00:00 AM,Partial High School,Skilled Manual,M,S,1,1,0,0,59675,1,58.54
Berkeley,California,United States,5/12/1977 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,0,51138,0,48.12
Caloundra,Queensland,Australia,11/10/1980 12:00:00 AM,Partial College,Management,F,M,1,2,0,1,104879,0,51.95
Liverpool,England,United Kingdom,11/9/1982 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,0,2,60530,0,49.02
Paris,Seine (Paris),France,8/19/1984 12:00:00 AM,Partial College,Clerical,M,M,1,1,1,2,86113,1,53.19
Imperial Beach,California,United States,4/8/1984 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,2,0,0,54810,0,51.85
Fremont,California,United States,9/21/1994 12:00:00 AM,Partial College,Clerical,M,M,0,1,0,0,86194,1,50
Yakima,Washington,United States,10/11/1979 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,2,0,0,57832,0,48.48
Port Hammond,British Columbia,Canada,9/8/1987 12:00:00 AM,Bachelors,Manual,M,S,0,0,0,0,26395,0,46.85
Saint Ouen,Charente-Maritime,France,1/6/1991 12:00:00 AM,Partial High School,Skilled Manual,M,M,0,2,0,1,53294,1,48.11
Beaverton,Oregon,United States,7/25/1969 12:00:00 AM,High School,Skilled Manual,M,M,1,1,1,2,54837,1,56.47
Shawnee,British Columbia,Canada,7/17/1969 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,78979,1,51.94
Cliffside,British Columbia,Canada,4/13/1975 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,60802,1,50.61
Bury,England,United Kingdom,1/11/1985 12:00:00 AM,High School,Clerical,M,S,0,0,0,0,84010,0,59.72
Long Beach,California,United States,2/15/1988 12:00:00 AM,Bachelors,Clerical,M,S,0,2,0,0,78029,1,50.83
Versailles,Yveline,France,5/16/1983 12:00:00 AM,Partial College,Management,F,S,1,0,0,0,108549,1,51.44
Cliffside,British Columbia,Canada,6/24/1979 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,1,1,0,2,52982,0,48.84
Lane Cove,New South Wales,Australia,10/12/1973 12:00:00 AM,Graduate Degree,Clerical,M,M,1,1,0,2,85472,1,58.92
Essen,Hamburg,Germany,6/14/1994 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,33668,1,49.11
Coffs Harbour,New South Wales,Australia,11/21/1992 12:00:00 AM,Bachelors,Management,F,S,0,2,0,0,110482,0,50.45
Grossmont,California,United States,5/7/1963 12:00:00 AM,Bachelors,Management,M,M,1,1,0,2,113160,0,51.64
Newport Beach,California,United States,5/16/2000 12:00:00 AM,High School,Skilled Manual,M,S,0,2,0,0,60681,1,48.61
Grossmont,California,United States,11/11/1964 12:00:00 AM,Partial High School,Skilled Manual,F,S,1,1,0,1,54469,0,50.57
York,England,United Kingdom,6/18/1995 12:00:00 AM,Bachelors,Clerical,F,M,0,2,0,0,86849,0,50.89
Oakland,California,United States,9/3/1982 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,0,1,60615,1,51.23
Edmonds,Washington,United States,6/6/1969 12:00:00 AM,Partial College,Management,F,M,1,2,1,2,106305,1,52.86
Goulburn,New South Wales,Australia,5/7/1978 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,1,2,58269,1,60.43
Saint Germain en Laye,Yveline,France,9/22/1954 12:00:00 AM,Graduate Degree,Professional,M,S,1,0,0,1,136260,0,52.11
Kirkland,Washington,United States,11/21/1993 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,60379,0,51.07
Birmingham,England,United Kingdom,11/6/1970 12:00:00 AM,High School,Skilled Manual,M,S,1,1,0,0,52915,0,52.12
Burien,Washington,United States,11/14/1979 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,135701,0,52.29
Walla Walla,Washington,United States,5/8/1972 12:00:00 AM,Partial College,Manual,F,S,1,1,0,0,27765,0,48.39
Walla Walla,Washington,United States,10/13/1978 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,55932,1,47.85
Westminster,British Columbia,Canada,5/13/1988 12:00:00 AM,Bachelors,Skilled Manual,M,M,0,0,0,1,55407,1,47.8
Colombes,Hauts de Seine,France,6/24/1997 12:00:00 AM,High School,Manual,M,S,0,1,0,0,29506,0,48.74
Port Hammond,British Columbia,Canada,4/6/1981 12:00:00 AM,Partial College,Clerical,M,M,1,0,1,1,86433,1,55.83
Courbevoie,Hauts de Seine,France,2/8/1986 12:00:00 AM,High School,Manual,M,M,0,1,2,2,30480,1,50.28
Malabar,New South Wales,Australia,7/17/2000 12:00:00 AM,Partial College,Clerical,M,M,0,1,0,0,77784,1,49.76
Berkeley,California,United States,3/4/1981 12:00:00 AM,High School,Skilled Manual,F,M,1,1,1,2,62071,1,53.46
Marysville,Washington,United States,3/9/1985 12:00:00 AM,Bachelors,Management,F,M,1,3,1,2,102856,1,52.79
Esher-Molesey,England,United Kingdom,3/24/1993 12:00:00 AM,Bachelors,Management,M,M,1,1,0,0,111252,0,52.08
Stuttgart,Saarland,Germany,4/18/1988 12:00:00 AM,Bachelors,Management,M,S,0,1,0,0,111702,0,54.86
Lebanon,Oregon,United States,1/2/1977 12:00:00 AM,High School,Manual,M,M,1,0,0,1,28111,0,50.76
Lebanon,Oregon,United States,4/23/1981 12:00:00 AM,Partial College,Management,M,M,1,2,1,2,102191,1,64.06
Melbourne,Victoria,Australia,4/22/1987 12:00:00 AM,Bachelors,Management,M,M,1,0,0,1,112373,1,52.16
Hawthorne,Queensland,Australia,9/19/1988 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,1,0,0,56064,0,50.85
Glendale,California,United States,4/15/1985 12:00:00 AM,Bachelors,Management,M,S,1,1,0,0,111628,0,57.98
Berks,England,United Kingdom,7/3/1975 12:00:00 AM,Partial College,Management,F,M,1,3,2,2,108214,1,55.52
Redwood City,California,United States,12/13/1990 12:00:00 AM,Graduate Degree,Management,F,M,1,2,0,0,110803,1,51.16
Port Macquarie,New South Wales,Australia,6/20/1982 12:00:00 AM,Bachelors,Management,F,M,1,3,1,2,107727,1,54.33
Lemon Grove,California,United States,8/18/1979 12:00:00 AM,Graduate Degree,Professional,F,M,1,3,1,2,128309,1,53.3
Melton,Victoria,Australia,3/10/1981 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,2,51760,1,50.13
Croix,Nord,France,3/28/2000 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,1,0,0,56886,0,50.83
Birmingham,England,United Kingdom,4/4/1976 12:00:00 AM,Partial High School,Manual,M,M,1,0,0,2,30334,0,49.5
Central Valley,New York,United States,5/21/1968 12:00:00 AM,High School,Skilled Manual,F,M,1,1,0,2,57563,0,48.35
London,England,United Kingdom,8/1/1988 12:00:00 AM,Graduate Degree,Management,F,M,1,3,0,0,111497,0,51.85
Cheltenham,England,United Kingdom,3/22/1983 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,0,1,59274,1,53.27
Redmond,Washington,United States,7/5/1982 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,60272,0,52.36
Gloucestershire,England,United Kingdom,3/13/1993 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,57649,1,50.26
Lavender Bay,New South Wales,Australia,5/24/1968 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,1,1,2,53642,0,50.54
East Brisbane,Queensland,Australia,1/15/1992 12:00:00 AM,High School,Manual,M,M,0,1,0,1,35743,0,46.02
Lieusaint,Seine et Marne,France,5/17/1979 12:00:00 AM,High School,Skilled Manual,M,S,0,0,0,0,61782,1,53.91
Sooke,British Columbia,Canada,10/5/1996 12:00:00 AM,High School,Skilled Manual,M,M,0,2,0,0,54483,1,47.9
Bottrop,Nordrhein-Westfalen,Germany,2/8/1977 12:00:00 AM,High School,Skilled Manual,F,M,1,1,0,1,52751,1,48.72
Hobart,Tasmania,Australia,1/20/1986 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,0,130243,0,56.85
Warrington,England,United Kingdom,12/1/1977 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,135220,1,60.42
Cliffside,British Columbia,Canada,4/10/1973 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,79536,1,53.52
Chula Vista,California,United States,5/14/1986 12:00:00 AM,Graduate Degree,Professional,F,S,1,3,0,0,131595,1,55.56
Runcorn,England,United Kingdom,5/13/1990 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,0,2,0,1,58902,0,47.89
Malabar,New South Wales,Australia,2/5/1986 12:00:00 AM,Bachelors,Clerical,M,M,1,3,2,2,78682,1,54.48
Oakland,California,United States,4/27/1957 12:00:00 AM,Graduate Degree,Manual,F,M,1,1,0,3,26679,0,45.42
Les Ulis,Essonne,France,4/23/1978 12:00:00 AM,Partial College,Clerical,F,M,1,2,1,2,82162,1,51.07
Port Macquarie,New South Wales,Australia,3/20/1987 12:00:00 AM,Bachelors,Professional,F,M,1,2,0,0,135766,1,52.08
Langford,British Columbia,Canada,4/18/1998 12:00:00 AM,High School,Clerical,M,S,0,1,0,0,78909,1,53.13
Palo Alto,California,United States,6/10/1980 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,2,55877,0,51.35
Metchosin,British Columbia,Canada,6/28/1998 12:00:00 AM,High School,Clerical,M,M,0,2,0,0,80598,1,50.57
South Melbourne,Victoria,Australia,11/23/1972 12:00:00 AM,High School,Skilled Manual,F,M,1,2,1,2,54301,1,49.82
Hervey Bay,Queensland,Australia,8/6/1987 12:00:00 AM,Bachelors,Professional,F,M,1,1,1,2,138047,1,52.55
Glendale,California,United States,1/3/1971 12:00:00 AM,Partial College,Skilled Manual,M,S,1,0,0,0,58682,0,55.58
Brisbane,Queensland,Australia,2/18/1987 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,1,2,136739,1,53.48
South Melbourne,Victoria,Australia,3/28/1995 12:00:00 AM,Bachelors,Clerical,F,S,0,3,0,0,83209,0,51.05
Chula Vista,California,United States,5/11/1998 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,56999,0,52.77
Bellingham,Washington,United States,3/5/1988 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,0,2,2,55101,1,48.42
Glendale,California,United States,4/5/1995 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,34236,0,46.54
London,England,United Kingdom,9/3/1984 12:00:00 AM,Bachelors,Clerical,M,M,1,3,0,1,84089,0,58.11
Paris,Seine (Paris),France,6/2/1965 12:00:00 AM,High School,Manual,F,S,1,1,1,1,36356,0,49.1
Newton,British Columbia,Canada,4/24/1972 12:00:00 AM,High School,Manual,F,M,1,0,0,2,28248,0,45.32
Peterborough,England,United Kingdom,3/4/1972 12:00:00 AM,Bachelors,Clerical,M,M,1,3,1,1,83000,1,59.58
Royal Oak,British Columbia,Canada,4/13/1996 12:00:00 AM,High School,Manual,M,S,0,1,0,0,29519,0,49.81
San Gabriel,California,United States,8/15/1985 12:00:00 AM,Bachelors,Professional,M,M,1,3,1,2,132568,1,58.75
Concord,California,United States,10/28/1964 12:00:00 AM,High School,Manual,F,M,1,1,0,2,28813,0,45.62
Peterborough,England,United Kingdom,10/5/1984 12:00:00 AM,High School,Clerical,F,S,0,3,0,0,80447,0,52.51
North Sydney,New South Wales,Australia,12/21/1959 12:00:00 AM,Bachelors,Clerical,F,M,1,1,1,2,81186,1,52.86
Lake Oswego,Oregon,United States,5/19/1992 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,59984,0,50.68
Burlingame,California,United States,6/2/1985 12:00:00 AM,Bachelors,Management,M,M,1,2,0,0,112946,1,53.98
Long Beach,California,United States,10/16/1980 12:00:00 AM,Partial College,Management,F,M,1,1,2,2,106338,0,55.68
Fremont,California,United States,8/4/1986 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,128124,0,55.68
Sydney,New South Wales,Australia,10/7/1982 12:00:00 AM,Partial College,Manual,M,M,1,0,1,1,33344,1,48.84
Oxon,England,United Kingdom,6/18/1986 12:00:00 AM,Graduate Degree,Clerical,F,S,0,3,0,0,80244,1,54.44
Paris,Seine (Paris),France,10/7/1994 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,54540,0,50.12
Walla Walla,Washington,United States,1/4/1990 12:00:00 AM,Bachelors,Clerical,F,M,1,3,1,2,80087,1,52.46
Caloundra,Queensland,Australia,3/15/1986 12:00:00 AM,Bachelors,Clerical,M,M,1,2,0,2,81003,1,58.14
Berkeley,California,United States,3/3/1977 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,0,2,55980,1,57.06
Mühlheim,Hamburg,Germany,11/21/1989 12:00:00 AM,High School,Skilled Manual,F,S,0,0,0,0,53047,1,48.19
Redmond,Washington,United States,2/11/1982 12:00:00 AM,Partial College,Manual,M,M,1,1,0,2,35333,0,50.36
Bobigny,Seine Saint Denis,France,7/13/1990 12:00:00 AM,Partial College,Management,F,S,0,0,0,0,109485,1,53.34
Colma,California,United States,3/22/1972 12:00:00 AM,Partial High School,Manual,M,M,1,1,1,2,31991,0,47.79
München,Hessen,Germany,4/2/1985 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,55852,1,57.95
Bendigo,Victoria,Australia,11/25/1986 12:00:00 AM,Graduate Degree,Clerical,M,M,1,2,0,1,79436,1,54.23
Tacoma,Washington,United States,9/11/1970 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,84560,1,51.61
Bellflower,California,United States,4/14/1964 12:00:00 AM,High School,Skilled Manual,F,S,1,0,0,1,51656,1,48.59
Langford,British Columbia,Canada,10/26/1974 12:00:00 AM,Partial High School,Manual,F,M,1,0,1,2,34177,0,46.04
Paris La Defense,Hauts de Seine,France,2/11/1984 12:00:00 AM,Graduate Degree,Skilled Manual,F,M,1,2,1,2,61632,1,51.66
Hobart,Tasmania,Australia,4/19/1987 12:00:00 AM,Bachelors,Management,M,S,1,2,0,0,103330,1,53.73
Oakland,California,United States,10/16/1986 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,133463,1,53.99
Imperial Beach,California,United States,2/1/1979 12:00:00 AM,Bachelors,Management,F,M,1,3,1,2,108512,1,54.16
Goulburn,New South Wales,Australia,4/2/1978 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,1,0,0,59017,1,57.08
Watford,England,United Kingdom,6/4/1974 12:00:00 AM,High School,Skilled Manual,F,M,1,2,0,1,51360,0,48.58
Everett,Washington,United States,1/9/1992 12:00:00 AM,Graduate Degree,Professional,M,M,1,2,1,2,136975,1,52.72
Milton Keynes,England,United Kingdom,7/12/1991 12:00:00 AM,Partial High School,Manual,M,S,0,1,0,0,25799,0,46.38
Daly City,California,United States,10/13/1984 12:00:00 AM,Graduate Degree,Skilled Manual,M,M,1,2,1,1,59056,1,56.07
Townsville,Queensland,Australia,12/22/1976 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,0,59230,0,49.3
Brisbane,Queensland,Australia,2/20/1966 12:00:00 AM,High School,Manual,M,M,1,1,2,2,33696,1,48.23
Redmond,Washington,United States,10/23/1983 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,28978,0,47.94
Spokane,Washington,United States,7/18/1994 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,54176,0,51.44
Frankfurt am Main,Hamburg,Germany,4/5/1969 12:00:00 AM,High School,Clerical,M,S,1,2,0,0,85103,1,60.36
Metchosin,British Columbia,Canada,11/15/1980 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,0,2,57977,1,52.42
Croix,Nord,France,3/16/1994 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,57289,1,51.97
Shawnee,British Columbia,Canada,5/24/1982 12:00:00 AM,Bachelors,Management,F,S,1,1,0,0,106830,0,53.24
Cliffside,British Columbia,Canada,1/26/1976 12:00:00 AM,Partial College,Manual,F,M,1,0,2,2,35111,1,47.14
Oak Bay,British Columbia,Canada,9/22/1983 12:00:00 AM,Bachelors,Professional,M,S,1,3,0,0,129715,1,61.58
Drancy,Seine Saint Denis,France,2/26/1983 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,60098,0,50.9
Bellingham,Washington,United States,10/6/1996 12:00:00 AM,High School,Manual,F,S,0,1,0,0,35406,0,48.81
Redwood City,California,United States,8/7/1981 12:00:00 AM,Bachelors,Clerical,M,M,1,1,1,2,78589,1,58.53
Palo Alto,California,United States,9/8/1975 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,1,2,60634,1,61.85
Bobigny,Seine Saint Denis,France,5/14/1985 12:00:00 AM,Bachelors,Clerical,F,M,1,2,1,2,85462,1,51.45
Coffs Harbour,New South Wales,Australia,2/9/1990 12:00:00 AM,Graduate Degree,Manual,F,S,0,0,0,0,28153,0,47.93
Westminster,British Columbia,Canada,7/19/1987 12:00:00 AM,Partial College,Skilled Manual,M,M,1,2,1,2,52539,1,49.95
Salem,Oregon,United States,10/3/1987 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,60511,0,50.68
Burbank,California,United States,8/9/1979 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,1,0,0,54580,0,57.49
West Sussex,England,United Kingdom,6/5/1997 12:00:00 AM,Partial College,Management,M,M,1,2,0,0,108093,0,51.99
Peterborough,England,United Kingdom,6/17/1981 12:00:00 AM,Graduate Degree,Management,M,M,1,1,1,2,104928,1,52.39
Drancy,Seine Saint Denis,France,2/16/1976 12:00:00 AM,Partial College,Skilled Manual,F,S,1,1,0,0,52720,0,48.12
Stoke-on-Trent,England,United Kingdom,9/13/1981 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,2,0,0,56321,0,53.01
National City,California,United States,2/6/1981 12:00:00 AM,Partial College,Clerical,F,M,1,2,0,2,81425,1,50.3
Sunbury,Victoria,Australia,6/14/1980 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,0,1,55323,0,55.47
Concord,California,United States,7/25/1960 12:00:00 AM,Bachelors,Skilled Manual,M,S,1,1,1,1,51682,1,47.97
Sunbury,Victoria,Australia,2/8/1953 12:00:00 AM,Bachelors,Skilled Manual,F,S,1,0,1,1,57823,1,52.58
Long Beach,California,United States,12/8/1960 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,3,3,138335,1,51.86
Bremerton,Washington,United States,5/19/1970 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,54864,1,58.77
Townsville,Queensland,Australia,6/27/1995 12:00:00 AM,Bachelors,Professional,F,S,0,0,0,0,128071,0,56.1
Solingen,Nordrhein-Westfalen,Germany,8/18/1974 12:00:00 AM,Partial College,Skilled Manual,M,M,1,1,1,2,57635,1,53.2
Silverwater,New South Wales,Australia,10/18/1995 12:00:00 AM,Bachelors,Management,F,S,0,1,0,0,111798,0,55.18
W. Linn,Oregon,United States,2/7/1987 12:00:00 AM,Bachelors,Management,F,S,1,2,0,0,104589,1,52.85
Bellingham,Washington,United States,11/23/1966 12:00:00 AM,Bachelors,Management,F,S,1,1,0,1,104190,0,53.96
Dunkerque,Nord,France,6/15/1997 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,55495,0,48.98
Saint-Denis,Seine Saint Denis,France,4/5/1963 12:00:00 AM,Partial College,Clerical,M,M,1,0,0,2,81888,0,49.91
Cliffside,British Columbia,Canada,7/27/1986 12:00:00 AM,Graduate Degree,Management,F,S,1,3,0,0,103962,1,52.32
Dunkerque,Nord,France,3/4/1982 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,2,1,1,54010,1,50.43
Oak Bay,British Columbia,Canada,9/1/1971 12:00:00 AM,High School,Skilled Manual,M,M,1,1,0,2,55557,0,50.06
Burien,Washington,United States,9/4/1975 12:00:00 AM,High School,Manual,F,M,1,0,1,2,35910,1,46.67
Werne,Nordrhein-Westfalen,Germany,3/3/1973 12:00:00 AM,Bachelors,Management,F,S,1,1,0,0,111118,0,55.17
Oak Bay,British Columbia,Canada,6/8/1970 12:00:00 AM,Partial High School,Manual,M,M,1,1,1,2,32360,0,49.72
Beverly Hills,California,United States,1/4/1986 12:00:00 AM,Graduate Degree,Clerical,F,S,0,1,0,0,78977,0,50.31
London,England,United Kingdom,10/17/1952 12:00:00 AM,Partial College,Manual,M,S,1,0,0,1,28468,0,47.67
Burbank,California,United States,11/23/1997 12:00:00 AM,Partial College,Clerical,M,S,0,3,0,0,77719,1,52.33
Oakland,California,United States,4/21/1978 12:00:00 AM,Partial College,Manual,F,M,1,0,2,2,33217,1,45.81
Stuttgart,Saarland,Germany,6/23/1984 12:00:00 AM,High School,Clerical,F,S,0,0,0,0,78172,1,50.94
Kirkland,Washington,United States,6/17/1959 12:00:00 AM,Graduate Degree,Clerical,M,M,1,0,1,2,81218,1,54.04
Yakima,Washington,United States,4/16/1981 12:00:00 AM,Partial College,Skilled Manual,M,S,0,2,0,0,62045,1,56.1
Milton Keynes,England,United Kingdom,12/20/1983 12:00:00 AM,High School,Clerical,F,S,0,1,0,0,76687,0,53.88
Orly,Val de Marne,France,3/6/1984 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,1,0,0,51553,1,54.72
Redmond,Washington,United States,6/8/1995 12:00:00 AM,High School,Skilled Manual,M,M,0,1,0,0,52861,0,49.16
Bracknell,England,United Kingdom,3/13/1978 12:00:00 AM,Bachelors,Clerical,M,S,1,1,0,0,81938,1,50.46
Cranbourne,Victoria,Australia,4/10/1989 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,0,134124,1,52.56
Oakland,California,United States,5/27/1969 12:00:00 AM,High School,Skilled Manual,M,S,1,1,0,0,54104,1,60.03
Issaquah,Washington,United States,11/9/1995 12:00:00 AM,Partial College,Clerical,M,S,0,3,0,0,87038,1,53.32
Metz,Moselle,France,6/1/1991 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,54105,0,48.63
Paris,Seine (Paris),France,5/22/1995 12:00:00 AM,Partial College,Manual,F,S,0,1,0,0,35548,0,48.53
Kirkland,Washington,United States,10/19/1988 12:00:00 AM,Bachelors,Management,F,S,0,3,0,0,103804,1,51.09
Cranbourne,Victoria,Australia,8/22/1992 12:00:00 AM,Bachelors,Management,M,M,1,2,1,2,112175,1,51.23
Roubaix,Nord,France,4/13/1974 12:00:00 AM,High School,Manual,M,M,1,1,1,2,34263,1,47.58
Paris,Seine (Paris),France,6/18/1987 12:00:00 AM,Bachelors,Clerical,F,M,1,1,1,2,82043,1,54.71
Bellingham,Washington,United States,8/13/1986 12:00:00 AM,Bachelors,Clerical,M,S,0,0,0,0,78050,1,56.92
Puyallup,Washington,United States,8/15/1994 12:00:00 AM,Partial College,Clerical,F,M,0,2,0,0,78253,1,49.26
Langley,British Columbia,Canada,10/3/1972 12:00:00 AM,Partial College,Manual,F,M,1,1,1,2,31446,0,47.41
Saint-Denis,Seine Saint Denis,France,7/2/1982 12:00:00 AM,Graduate Degree,Clerical,F,S,1,0,0,0,82643,1,51.98
Berkeley,California,United States,11/26/1986 12:00:00 AM,Graduate Degree,Management,F,S,1,2,0,0,109091,1,53.38
Beverly Hills,California,United States,8/16/1992 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,1,0,0,52511,1,51.78
Redwood City,California,United States,11/8/1971 12:00:00 AM,Partial College,Clerical,F,M,1,2,2,2,77005,1,52.09
Shawnee,British Columbia,Canada,11/4/1967 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,57064,1,50.71
Hannover,Nordrhein-Westfalen,Germany,7/1/1991 12:00:00 AM,Partial College,Management,M,S,0,0,0,0,111238,1,54.73
Tacoma,Washington,United States,2/21/1995 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,60530,1,49
W. Linn,Oregon,United States,4/19/1988 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,131887,1,56.3
Les Ulis,Essonne,France,10/16/1980 12:00:00 AM,Bachelors,Manual,F,M,1,0,1,1,32641,1,49.42
Cranbourne,Victoria,Australia,12/21/1993 12:00:00 AM,Partial College,Clerical,F,M,0,2,0,0,80310,1,49.43
Saint Ouen,Charente-Maritime,France,5/13/1985 12:00:00 AM,Bachelors,Professional,M,M,1,3,2,2,133028,1,61.35
Cranbourne,Victoria,Australia,12/11/1984 12:00:00 AM,Bachelors,Clerical,M,M,1,2,1,1,87196,1,54.84
Torrance,California,United States,5/5/1994 12:00:00 AM,Partial College,Clerical,M,S,0,0,0,0,79135,1,50.26
Wollongong,New South Wales,Australia,3/23/1993 12:00:00 AM,Partial High School,Manual,F,S,0,1,0,0,35921,0,49.82
Esher-Molesey,England,United Kingdom,8/3/1997 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,86787,1,50.15
Kiel,Saarland,Germany,12/18/1973 12:00:00 AM,Partial College,Clerical,F,M,1,1,1,2,80114,1,51.76
Burlingame,California,United States,2/20/1995 12:00:00 AM,High School,Skilled Manual,M,S,0,1,0,0,56957,1,48.31
Marysville,Washington,United States,1/5/1990 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,133680,1,54.73
Sulzbach Taunus,Saarland,Germany,4/22/1990 12:00:00 AM,Partial College,Manual,M,S,0,1,0,0,33677,0,45.75
Melbourne,Victoria,Australia,5/17/1959 12:00:00 AM,Bachelors,Manual,M,S,1,1,0,1,34591,0,48.19
Silverwater,New South Wales,Australia,8/27/1996 12:00:00 AM,Bachelors,Professional,M,S,0,2,0,0,138930,1,53.41
